339,Велосипедная парковка № 34002 «Лицей № 504»,37.62129,55.664293,Южный административный округ
261,Велосипедная парковка № 34005 «Лицей № 504»,37.627385,55.667876,Южный административный округ
356,Велосипедная парковка № 34008 «Лицей № 507»,37.653978,55.668587,Южный административный округ
349,Велосипедная парковка № 34009 «Лицей № 507»,37.653451,55.665652,Южный административный округ
194,Велосипедная парковка № 34010 «Школа № 508»,37.655723,55.600362,Южный административный округ
251,Велосипедная парковка № 34011 «Школа № 510»,37.701528,55.61025,Южный административный округ
189,Велосипедная парковка № 34014 «Школа № 515»,37.613795,55.651111,Южный административный округ
245,Велосипедная парковка № 34015 «Школа № 534»,37.734034,55.624004,Южный административный округ
258,Велосипедная парковка № 34017 «Школа № 544»,37.714925,55.607176,Южный административный округ
231,Велосипедная парковка № 34019 «Школа № 546»,37.60891,55.650114,Южный административный округ
192,Велосипедная парковка № 34039 «Школа № 585»,37.718424,55.599144,Южный административный округ
179,Велосипедная парковка № 37145 «Прогимназия № 1819»,37.576229,55.904487,Северо-Восточный административный округ
336,Велосипедная парковка № 37152 «Специальная начальная школа - детский сад № 1822»,37.663269,55.873534,Северо-Восточный административный округ
162,Велосипедная парковка № 22102 «Фундаментальная Библиотека МГУ»,37.524624,55.699176,Западный административный округ
312,Велосипедная парковка № 23002 «Общежитие аспирантов РАН»,37.562021,55.692254,Юго-Западный административный округ
292,Велосипедная парковка № 23003 «Управление социальной защиты района Коньково»,37.520944,55.63188,Юго-Западный административный округ
161,Велосипедная парковка № 37156 «Школа - интернат № 33»,37.615695,55.851052,Северо-Восточный административный округ
406,Велосипедная парковка № 20010 «Префектура Зеленоградского административного округа»,37.214558,55.990587,Зеленоградский административный округ
447,Велосипедная парковка № 13004 «метро Бунинская Аллея» (2),37.51446,55.537725,Юго-Западный административный округ
448,Велосипедная парковка № 13004 «метро Бунинская Аллея» (3),37.51446,55.537725,Юго-Западный административный округ
463,Велосипедная парковка № 13015 «метро Улица Скобелевская» (3),37.553207,55.547767,Юго-Западный административный округ
467,Велосипедная парковка № 13016 «метро Университет» (1),37.534525,55.691728,Юго-Западный административный округ
471,Велосипедная парковка № 13012 «метро Профсоюзная» (2),37.564005,55.678545,Юго-Западный административный округ
478,Велосипедная парковка № 13006 «метро Коньково» (3),37.520461,55.633898,Юго-Западный административный округ
481,Велосипедная парковка № 13014 «метро Тёплый Стан» (3),37.50565,55.620149,Юго-Западный административный округ
482,Велосипедная парковка № 13014 «метро Тёплый Стан» (4),37.50896,55.618716,Юго-Западный административный округ
489,Велосипедная парковка № 17002 «метро Алтуфьево» (4),37.587974,55.897695,Северо-Восточный административный округ
500,Велосипедная парковка № 17003 «метро Бабушкинская» (2),37.665272,55.870119,Северо-Восточный административный округ
501,Велосипедная парковка № 17003 «метро Бабушкинская» (3),37.664688,55.870462,Северо-Восточный административный округ
528,Велосипедная парковка № 16003 «метро Новогиреево» (2),37.815086,55.75171,Восточный административный округ
529,Велосипедная парковка № 16003 «метро Новогиреево» (3),37.818737,55.751219,Восточный административный округ
544,Велосипедная парковка № 17013 «платформа Лианозово»,37.554048,55.897176,Северо-Восточный административный округ
550,Велосипедная парковка № 14005 «метро Кантемировская» (1),37.657815,55.635051,Южный административный округ
551,Велосипедная парковка № 14005 «метро Кантемировская» (2),37.656246,55.636792,Южный административный округ
567,Велосипедная парковка № 14023 «метро Чертановская» (3),37.60637,55.640886,Южный административный округ
621,Велосипедная парковка № 15008 «метро Печатники» (2),37.725492,55.693736,Юго-Восточный административный округ
633,Велосипедная парковка № 17008 «метро Дмитровская» (1),37.579443,55.808215,Северо-Восточный административный округ
650,Велосипедная парковка № 18004 «метро Войковская » (2),37.497969,55.81789,Северный административный округ
658,Велосипедная парковка № 18015 «метро Речной вокзал » (3),37.476985,55.85464,Северный административный округ
659,Велосипедная парковка № 18015 «метро Речной вокзал » (4),37.476985,55.85464,Северный административный округ
666,Велосипедная парковка № 18002 «метро Беговая» (1),37.544385,55.774038,Северный административный округ
685,Велосипедная парковка № 19010 «метро Щукинская» (2),37.462822,55.809068,Северо-Западный административный округ
732,Велосипедная парковка № 14003 «метро Варшавская» (2),37.618801,55.653697,Южный административный округ
737,Велосипедная парковка № 14010 «метро Нагорная» (2),37.610257,55.673058,Южный административный округ
763,Велосипедная парковка № 18007 «платформа Бескудниково»,37.570341,55.882047,Северный административный округ
772,Велосипедная парковка № 19007 «метро Строгино» (3),37.400894,55.80322,Северо-Западный административный округ
773,Велосипедная парковка № 19007 «метро Строгино» (4),37.401054,55.805196,Северо-Западный административный округ
829,Велосипедная парковка № 14008 «Перехватывающая парковка у метро Красногвардейская» (1),37.737012,55.613563,Южный административный округ
830,Велосипедная парковка № 14008 «Перехватывающая парковка у метро Красногвардейская» (2),37.741347,55.613366,Южный административный округ
831,Велосипедная парковка № 14008 «Перехватывающая парковка у метро Красногвардейская» (3),37.741347,55.613366,Южный административный округ
869,Велосипедная парковка № 23010 «Детская городская поликлинника №118» (1),37.565449,55.571656,Юго-Западный административный округ
877,Велосипедная парковка № 26005 «Центральная детская библиотека № 118»,37.7388,55.781969,Восточный административный округ
882,Велосипедная парковка № 27003 «Центральная городская деловая библиотека»,37.6614,55.822488,Северо-Восточный административный округ
884,Велосипедная парковка № 27005 «Детская библиотека № 50 ЦБС № 2»,37.662116,55.837273,Северо-Восточный административный округ
885,Велосипедная парковка № 28001 «Театр «Центр драматургии и режиссуры»»,37.554829,55.776699,Северный административный округ
889,Велосипедная парковка № 28005 «стадион Динамо»,37.559965,55.790521,Северный административный округ
897,Велосипедная парковка № 29003 «Центральная деткая библиотека № 110»,37.442928,55.851956,Северо-Западный административный округ
898,Велосипедная парковка № 29004 «Библитека №216»,37.419611,55.857259,Северо-Западный административный округ
899,Велосипедная парковка № 29005 «Детская библиотека № 123»,37.433497,55.863319,Северо-Западный административный округ
900,Велосипедная парковка № 29007 «Центральная библиотека № 49»,37.494021,55.773439,Северо-Западный административный округ
